word,count
jinx,2
lunchtime,2
Daddy,2
Bright,2
quirrell,2
yelp,2
snitch,2
sixty,2
bun,2
Set,2
event,2
HUFFLEPUFF,2
Terry,2
percy,2
Red,2
shakily,2
prove,2
Higgs,2
faster,2
Parkinson,2
spin,2
toothless,2
shaking,2
jog,2
rag,2
swim,2
tighten,2
Ravenclaws,2
Bit,2
basket,2
hopefully,2
admit,2
noisy,2
embarrassed,2
huddle,2
wastepaper,2
whisk,2
tickle,2
steel,2
moleskin,2
weirdo,2
wearing,2
miserable,2
bulging,2
ambition,2
leak,2
racket,2
pour,2
running,2
rocker,2
zombie,2
garlic,2
complicated,2
bursting,2
screw,2
fury,2
names,2
staff,2
tackle,2
fashion,2
drum,2
heavier,2
pajama,2
gran,2
breathlessly,2
actually,2
lady,2
bandage,2
